age,gender,marital_status,dependents,education,employment_status,years_employed,self_employed,residence_type,housing_status,city,state,country,monthly_income,annual_income,existing_emi,savings,bank_balance,loan_amount,loan_purpose,loan_term,interest_rate,collateral_available,coapplicant_income,credit_score,past_loan_defaults,credit_card_holder,num_open_accounts,current_debt,debt_to_income_ratio,cibil_score,vehicle_ownership,property_ownership,business_ownership,existing_loans,pan_verified,aadhaar_verified,income_tax_filed,bank_statement_available,salary_slips_available,loan_approved
47,Female,Married,0,Graduate,Employed,16,0,Owned,Rented,Bengaluru,Maharashtra,India,90325,1041285,11122,256379,403012,349632,Vehicle,36,14.356713054584436,1,5059,900,0,0,8,163704,0.43200967029379256,738,0,0,1,0,0,0,0,0,0,0
66,Other,Married,1,High School,Self Employed,3,0,Owned,Mortgaged,Hyderabad,Maharashtra,India,41431,1007506,4470,5000,191698,50000,Business,36,13.599112820245931,0,0,755,0,0,9,214064,0.3887390777818137,714,1,1,0,4,0,0,0,0,0,0
56,Other,Single,3,Graduate,Employed,0,0,Owned,Mortgaged,Mumbai,Tamil Nadu,India,76553,673680,14354,193212,251815,432419,Business,24,14.298901410069458,0,5522,745,0,1,6,282514,0.4446723374416943,705,0,0,0,4,0,0,0,0,1,0
28,Male,Married,3,High School,Employed,17,0,Rented,Rented,Bengaluru,Tamil Nadu,India,49094,1163749,2901,233747,353488,825751,Home,24,15.756484002410513,1,43568,752,0,1,10,325895,0.7296603376230918,755,1,0,0,4,0,0,0,0,0,1
68,Male,Single,2,High School,Employed,8,0,Rented,Rented,Hyderabad,Tamil Nadu,India,73699,780142,16039,5330,291495,567693,Education,48,12.884105463614059,1,22144,720,0,0,11,183116,0.37722717980505827,757,0,0,0,2,0,0,0,0,0,0
68,Female,Married,3,Postgraduate,Employed,8,0,Owned,Owned,Hyderabad,Delhi,India,80147,818431,4475,522379,85096,336628,Medical,36,15.282351628075823,0,34691,736,0,1,9,102494,0.5495838177696095,665,0,1,1,4,0,0,0,0,0,0
30,Other,Single,3,Graduate,Self Employed,12,0,Owned,Owned,Delhi,Maharashtra,India,66097,318649,5132,142997,258011,522358,Vehicle,36,13.314200368555333,1,10827,802,0,0,1,325780,0.6837737613502556,650,0,1,0,0,0,0,0,0,1,0
60,Male,Married,2,Postgraduate,Employed,5,0,Owned,Owned,Mumbai,Delhi,India,117961,973429,1469,207252,422771,663647,Business,60,9.86308259649013,1,0,668,0,1,10,77624,0.5347613551601725,713,0,1,0,2,0,0,1,0,0,1
41,Male,Divorced,3,Postgraduate,Unemployed,13,0,Owned,Owned,Delhi,Karnataka,India,96415,701876,2454,143400,64652,431164,Vehicle,36,14.494811346317192,1,1695,568,0,1,10,350104,0.25824506647126894,699,0,1,0,4,0,0,0,0,0,1
50,Male,Single,0,High School,Employed,8,0,Owned,Owned,Hyderabad,Karnataka,India,90899,919433,5439,235318,455395,1027805,Business,60,13.702739681602864,0,19764,759,0,0,7,307692,0.18537177775520114,900,0,0,1,1,0,0,0,0,0,0
43,Male,Married,3,Graduate,Unemployed,5,0,Owned,Owned,Bengaluru,Telangana,India,81814,850534,0,485465,230141,336168,Home,60,15.83454833256187,1,17851,643,0,1,7,321492,0.5136139907537572,677,0,0,0,3,0,0,0,0,0,1
59,Female,Married,1,Graduate,Employed,7,0,Rented,Mortgaged,Mumbai,Telangana,India,103793,834280,6600,695142,123680,670552,Medical,36,10.32573991705558,1,14874,655,0,0,9,245112,0.6091767041029852,751,1,1,0,1,0,0,0,0,1,0
69,Male,Single,2,Graduate,Employed,0,0,Rented,Mortgaged,Mumbai,Tamil Nadu,India,33386,766285,4952,384215,63872,617626,Medical,24,10.998441372129493,0,8637,704,0,1,7,0,0.6381160051369817,771,1,1,0,2,0,0,1,0,0,0
60,Female,Married,3,Postgraduate,Employed,6,0,Owned,Mortgaged,Delhi,Maharashtra,India,95146,1015979,12740,445838,150972,296037,Home,36,14.66118269951779,1,26276,679,1,1,4,81283,0.5856615382288382,874,0,0,0,3,0,0,0,1,1,0
66,Female,Married,1,High School,Employed,11,0,Rented,Rented,Delhi,Maharashtra,India,43192,720332,10537,558956,10000,356623,Medical,12,8.971671985251852,1,8983,842,0,1,8,209154,0.10241795739998928,630,1,0,0,4,0,0,0,0,0,0
67,Female,Divorced,0,Graduate,Employed,2,0,Owned,Owned,Mumbai,Karnataka,India,52584,343440,3754,294796,126018,673981,Business,48,13.248998234612056,1,18693,701,1,1,9,115813,0.6416882063928555,867,1,1,0,1,0,0,0,1,0,1
26,Male,Divorced,1,Postgraduate,Self Employed,2,0,Owned,Owned,Bengaluru,Tamil Nadu,India,77350,950686,5248,532645,145819,481853,Vehicle,24,12.516070395496563,0,17343,847,0,1,2,150048,0.5232358826011257,703,0,0,1,3,0,0,1,0,0,0
34,Male,Single,1,High School,Employed,13,0,Rented,Rented,Bengaluru,Tamil Nadu,India,92130,537298,6592,392632,40326,524375,Education,60,9.766164042006677,1,10577,742,0,0,8,238216,0.791726967702054,900,0,0,0,2,0,0,0,0,0,0
56,Female,Married,3,Graduate,Employed,8,0,Owned,Rented,Mumbai,Delhi,India,39621,382721,16915,275917,277219,90087,Business,48,9.738412819451824,0,4424,710,1,0,2,163852,0.6352110962329237,759,0,0,0,1,1,0,0,0,0,0
50,Female,Married,3,Graduate,Employed,2,0,Owned,Owned,Delhi,Maharashtra,India,53724,473326,3066,313061,151560,594319,Education,36,14.576482159404845,0,9872,737,0,0,7,64193,0.4011450125394871,584,1,0,0,0,0,0,0,0,0,1
24,Male,Single,2,Postgraduate,Employed,14,0,Rented,Owned,Chennai,Delhi,India,67145,864999,3681,5000,97346,513205,Medical,12,8.615838665782562,0,37483,577,0,1,2,264137,0.5733049714175439,698,1,1,0,0,0,0,0,0,1,1
26,Female,Single,3,Postgraduate,Employed,15,0,Owned,Owned,Hyderabad,Tamil Nadu,India,60899,751044,1228,302581,137706,435939,Home,12,14.101310802324566,1,28349,757,0,0,11,228915,0.5311550144416415,866,0,1,0,3,0,0,1,0,1,1
46,Male,Divorced,1,Graduate,Employed,0,1,Rented,Owned,Hyderabad,Telangana,India,83788,150000,0,5000,226163,529396,Home,48,13.995004202533652,0,27244,813,0,0,8,156345,0.3361754347336601,728,1,0,0,0,0,0,1,0,0,1
51,Female,Single,1,High School,Self Employed,4,0,Owned,Owned,Bengaluru,Telangana,India,140590,664903,9842,5000,189518,359972,Vehicle,48,13.372599822764908,1,5562,828,0,0,6,247570,0.4734704011047691,713,0,0,0,0,0,0,1,0,0,0
30,Male,Married,3,Postgraduate,Unemployed,7,0,Rented,Owned,Mumbai,Karnataka,India,74225,1130769,9217,284718,88873,319781,Medical,24,11.571382473109496,1,0,571,0,0,6,189029,0.24306668563747102,799,0,0,1,0,0,0,1,0,1,0
30,Male,Married,2,High School,Employed,14,0,Owned,Rented,Hyderabad,Maharashtra,India,48825,644611,15696,49465,196334,396785,Home,12,8.712405126431552,0,28157,552,0,0,7,306479,0.16148112038796925,682,0,0,0,1,0,0,1,1,0,0
28,Male,Single,2,High School,Employed,1,0,Owned,Mortgaged,Hyderabad,Telangana,India,36476,730357,14248,248719,173412,347875,Vehicle,24,14.51332501219763,1,25857,660,1,1,2,194364,0.6131171103968578,696,0,0,1,0,0,0,0,0,0,0
49,Male,Married,1,High School,Employed,16,0,Owned,Owned,Delhi,Maharashtra,India,57844,1092897,22382,274918,31869,929716,Vehicle,48,9.44280402854831,1,16646,872,1,1,6,305773,0.36889008597903417,616,0,0,0,2,0,0,1,0,0,0
22,Male,Divorced,2,Postgraduate,Employed,6,1,Rented,Rented,Bengaluru,Delhi,India,44314,1018646,7556,282948,142494,650611,Business,36,10.605906131197793,0,10553,744,0,0,8,2002,0.6289993256327269,900,0,1,0,4,0,0,0,0,0,0
49,Male,Married,3,Graduate,Employed,2,0,Owned,Mortgaged,Mumbai,Telangana,India,75286,1086525,6436,87258,255313,236936,Medical,12,15.600871950934025,1,0,634,0,1,3,223625,0.4418359120404485,585,1,1,0,2,0,0,0,0,0,0
44,Male,Single,1,Postgraduate,Unemployed,17,0,Rented,Owned,Hyderabad,Karnataka,India,74944,150000,198,411762,254377,897985,Education,12,10.763957698871284,1,25408,560,0,0,6,142203,0.6668525623227128,738,0,0,0,3,0,0,0,0,0,1
44,Female,Single,0,Graduate,Employed,1,0,Owned,Rented,Chennai,Maharashtra,India,54810,1300056,12179,233937,150104,354771,Medical,12,10.413543627961912,1,29233,644,0,0,4,98390,0.6177261751637289,772,1,1,0,4,0,0,0,0,0,0
54,Male,Divorced,0,Postgraduate,Employed,2,0,Owned,Owned,Mumbai,Karnataka,India,108669,970920,8711,329393,267980,456480,Business,48,15.800279165338033,1,6850,637,1,0,2,290057,0.6348916788051925,718,0,1,0,4,0,0,0,0,0,0
47,Female,Single,0,Graduate,Self Employed,18,0,Owned,Rented,Chennai,Maharashtra,India,48820,1518442,11907,34640,52605,647431,Education,48,9.144491515717517,1,5848,822,0,0,11,264463,0.4005320415564333,582,0,0,0,3,0,0,0,0,0,0
56,Female,Married,1,Postgraduate,Employed,10,0,Owned,Owned,Bengaluru,Delhi,India,62372,545302,1165,217901,56631,50000,Medical,36,9.705177909380106,1,29892,831,0,0,7,0,0.7728254818226786,610,0,1,0,0,1,0,0,0,0,1
58,Male,Single,2,Graduate,Self Employed,9,0,Rented,Mortgaged,Bengaluru,Telangana,India,79061,250964,10109,447513,147336,397854,Vehicle,48,11.787381361613388,0,7297,604,0,0,5,247972,0.3836782070346304,777,1,0,1,3,0,0,0,0,0,0
66,Male,Married,3,Graduate,Employed,13,0,Owned,Mortgaged,Delhi,Delhi,India,84625,782165,9231,424631,374683,323866,Medical,12,14.40754845881163,0,36348,802,0,0,4,236444,0.6552006307776048,634,1,0,1,3,0,0,0,0,0,0
60,Female,Divorced,0,Graduate,Employed,12,0,Rented,Owned,Hyderabad,Telangana,India,93106,697388,8834,106487,201222,495117,Education,36,15.132692042074574,1,13691,791,0,0,8,111308,0.44271216378079004,492,0,0,0,1,0,0,0,1,0,0
46,Female,Married,3,Postgraduate,Unemployed,12,0,Owned,Owned,Bengaluru,Karnataka,India,74426,976099,3900,151799,144202,531410,Vehicle,24,14.167267920120745,1,10361,590,0,0,2,100646,0.26455996452032393,762,0,0,0,0,0,0,0,0,0,1
45,Male,Divorced,2,Postgraduate,Self Employed,0,1,Owned,Owned,Hyderabad,Tamil Nadu,India,88120,1102478,15135,72036,380737,433002,Vehicle,60,15.821312737021405,0,15541,710,0,0,7,28895,0.5402397556927647,624,1,1,0,0,0,0,0,0,0,0
33,Female,Single,0,Graduate,Self Employed,11,0,Owned,Rented,Mumbai,Tamil Nadu,India,50367,753811,20301,131845,142698,422797,Medical,36,8.62634606955219,0,10360,757,0,1,3,147934,0.42837659435447595,789,0,1,0,1,0,0,0,0,0,0
50,Male,Married,1,High School,Employed,5,1,Rented,Rented,Bengaluru,Karnataka,India,85197,707787,1337,5000,470515,684328,Home,60,13.146299162435797,1,28514,737,0,0,10,163138,0.28484890361312676,697,0,0,0,3,0,0,0,0,0,1
28,Male,Married,1,High School,Self Employed,16,0,Rented,Owned,Delhi,Maharashtra,India,84904,936815,12322,225128,113533,516326,Medical,36,9.372596514137005,1,25629,531,0,0,9,255714,0.36777217579049015,692,1,0,0,4,0,0,0,0,0,0
66,Female,Married,3,Graduate,Employed,10,1,Owned,Mortgaged,Hyderabad,Telangana,India,98283,703101,0,363964,48475,459113,Vehicle,36,15.327720554536526,0,28057,734,1,0,9,205591,0.21195613636385754,725,0,1,1,0,1,0,0,1,0,1
62,Male,Single,3,Postgraduate,Employed,2,0,Owned,Owned,Bengaluru,Karnataka,India,28294,678005,12011,108690,158372,482531,Home,60,15.514804055195443,0,17214,789,0,0,2,79308,0.7909317903206146,594,1,1,0,2,0,0,0,0,0,0
27,Female,Married,3,Graduate,Employed,17,0,Owned,Owned,Chennai,Tamil Nadu,India,45041,1091140,0,233690,147619,853895,Home,60,10.772711632778481,0,9523,893,0,1,1,202693,0.5502286045459053,629,0,1,0,4,0,0,0,0,0,1
59,Male,Married,2,Graduate,Employed,5,0,Owned,Owned,Mumbai,Karnataka,India,83109,1157933,4850,210310,74996,487988,Medical,36,14.707814013872488,0,14891,646,0,0,6,155865,0.22148139295546032,691,1,0,0,0,0,0,1,1,0,0
27,Female,Married,1,Postgraduate,Employed,5,1,Owned,Owned,Chennai,Tamil Nadu,India,12000,1105189,121,439921,518256,336821,Vehicle,24,13.227066815404736,1,9891,660,0,0,4,91191,0.6352118353216453,594,1,0,0,4,0,0,0,0,0,1
56,Male,Divorced,1,Graduate,Employed,18,0,Owned,Owned,Mumbai,Delhi,India,75824,729531,6706,139913,221421,50000,Education,48,9.253665883637936,0,32599,697,0,1,8,28996,0.5213149482363105,798,0,0,0,0,0,0,1,0,1,0
26,Male,Single,3,High School,Self Employed,15,0,Rented,Owned,Delhi,Telangana,India,88315,150000,13032,146461,240352,134533,Education,12,13.020761194963331,1,27027,752,0,1,8,239356,0.6057858439150849,686,0,1,0,1,0,0,0,1,0,0
45,Male,Single,0,High School,Self Employed,17,0,Rented,Owned,Delhi,Delhi,India,52319,735538,0,97716,119955,347254,Medical,24,15.820427795182514,0,13901,730,1,0,5,222407,0.5091404613892517,560,0,1,0,0,0,0,0,0,0,1
53,Male,Single,1,High School,Unemployed,13,0,Rented,Mortgaged,Mumbai,Tamil Nadu,India,55535,552605,5843,45248,104902,426157,Education,60,10.810705367542923,0,3882,786,0,0,2,232893,0.14232705357048325,658,1,1,0,3,0,0,0,0,1,0
56,Female,Married,0,Postgraduate,Employed,18,1,Rented,Owned,Bengaluru,Karnataka,India,41368,741082,4919,345253,313322,327763,Home,60,8.508555821095017,1,33490,596,0,1,4,110816,0.24226781230707975,731,0,0,0,2,0,0,1,0,0,0
42,Male,Single,1,Postgraduate,Unemployed,2,0,Owned,Mortgaged,Delhi,Karnataka,India,53525,578672,17486,225680,10000,527251,Vehicle,36,15.825937579023844,1,16640,763,0,0,6,196252,0.6381210321525386,670,0,1,1,2,0,0,1,0,0,0
66,Male,Married,1,High School,Employed,11,0,Rented,Rented,Bengaluru,Maharashtra,India,54163,773778,10590,259865,31427,324928,Medical,24,11.604875630878773,0,13437,638,1,1,3,49340,0.6280452324728629,763,1,1,0,2,0,0,0,0,1,0
59,Male,Single,0,Graduate,Employed,5,0,Owned,Rented,Chennai,Delhi,India,49977,468217,936,479435,147849,248812,Home,60,11.731995758825372,0,33595,704,0,0,4,86274,0.6277127319205744,783,0,1,0,1,0,0,0,0,0,1
31,Male,Married,1,Graduate,Self Employed,7,0,Owned,Owned,Mumbai,Maharashtra,India,48771,395784,5172,489774,355636,584781,Vehicle,24,13.84459087820304,1,8880,900,1,1,3,183204,0.1106503021988686,900,0,1,0,3,0,0,0,1,0,0
54,Female,Single,3,Postgraduate,Employed,4,0,Owned,Rented,Chennai,Karnataka,India,59037,1146807,17336,5000,131312,751266,Vehicle,12,13.032890403583181,1,11172,566,1,0,1,204923,0.6636055539510272,846,0,0,0,2,0,0,0,0,0,0
57,Male,Married,2,Graduate,Employed,4,0,Owned,Owned,Delhi,Tamil Nadu,India,58771,489102,12286,366610,234099,206423,Vehicle,12,10.764899592339917,1,12230,689,0,0,7,25262,0.40738973634771136,539,1,0,0,3,0,0,0,0,1,0
38,Other,Single,3,Graduate,Employed,8,0,Rented,Owned,Delhi,Karnataka,India,106230,780099,2490,290616,183604,503617,Vehicle,12,9.249834089919755,1,0,579,0,1,11,79533,0.585563015940357,680,0,0,0,3,1,0,1,0,0,1
57,Male,Married,3,Graduate,Employed,18,0,Rented,Owned,Bengaluru,Tamil Nadu,India,56327,1066354,6397,166913,348513,50000,Home,60,14.705218899603969,1,18788,736,1,0,11,145287,0.2904557747918458,690,1,0,0,3,0,0,0,0,0,0
65,Female,Married,3,Postgraduate,Self Employed,12,1,Owned,Owned,Chennai,Delhi,India,72571,1054291,6589,308983,10000,125601,Vehicle,12,12.12532882259802,1,5851,835,0,0,11,271059,0.6386700457739183,783,0,0,1,4,0,0,0,0,0,0
61,Male,Married,1,Graduate,Employed,6,0,Owned,Mortgaged,Chennai,Delhi,India,52308,1018454,4772,5000,275675,320471,Education,24,13.54355720235041,1,8151,738,0,0,8,102755,0.7875972381673737,617,1,1,0,2,0,1,0,0,0,0
58,Male,Married,3,Graduate,Employed,8,0,Rented,Mortgaged,Mumbai,Karnataka,India,52028,870859,0,513275,154143,699680,Vehicle,48,14.953785250893592,1,6546,707,0,1,9,193354,0.2774771254895235,661,0,0,0,1,0,0,0,0,0,1
52,Female,Married,3,Graduate,Employed,10,0,Owned,Rented,Bengaluru,Delhi,India,27503,997200,3934,342689,300234,278684,Vehicle,48,8.632917844639168,1,7955,866,0,0,1,203312,0.6489383482918156,583,0,0,0,3,1,0,0,0,1,1
34,Other,Single,3,Graduate,Employed,4,1,Rented,Owned,Delhi,Telangana,India,30429,1191926,16335,94264,73493,270457,Vehicle,60,14.945389577070186,1,4933,756,0,0,3,156279,0.523465317120242,653,1,0,0,3,0,0,0,0,0,0
60,Female,Divorced,1,High School,Self Employed,10,0,Rented,Mortgaged,Delhi,Telangana,India,38446,907506,5713,144626,183171,457939,Education,60,14.13846444817576,1,17966,810,1,0,8,205461,0.2911670718479724,657,1,1,0,2,1,0,0,0,1,0
39,Male,Single,0,Graduate,Unemployed,13,0,Owned,Rented,Hyderabad,Karnataka,India,69041,228839,7380,5000,166674,458158,Medical,36,15.601163124898479,0,13132,798,0,0,11,52232,0.30604993068145253,685,0,1,1,1,0,0,0,0,0,0
47,Male,Single,2,Postgraduate,Self Employed,4,0,Owned,Owned,Mumbai,Tamil Nadu,India,88675,621440,8843,193487,49683,277271,Business,24,10.251931039515878,1,15576,403,0,1,10,117700,0.6121463702758599,589,0,0,0,4,0,0,1,0,1,0
37,Female,Married,3,Postgraduate,Self Employed,11,1,Owned,Owned,Bengaluru,Maharashtra,India,25693,988911,21308,163108,13546,886968,Education,12,10.91816752898438,0,43245,711,0,0,7,316264,0.2990421850173068,828,0,1,1,1,0,0,0,0,0,0
37,Male,Single,3,Graduate,Employed,14,1,Owned,Rented,Bengaluru,Maharashtra,India,52920,591871,8053,11480,104546,391620,Business,60,13.461090569593896,1,13133,601,1,0,2,322952,0.1334554970312167,771,0,1,1,0,0,0,0,0,0,0
29,Female,Single,2,High School,Self Employed,10,0,Owned,Owned,Delhi,Delhi,India,34928,1266031,14563,389806,196891,474988,Business,24,15.44344741495925,0,22259,628,0,0,11,260077,0.7117722098951399,560,1,1,0,3,0,0,0,0,0,0
68,Female,Married,0,Postgraduate,Employed,5,1,Owned,Owned,Chennai,Delhi,India,59185,761046,4410,479823,81601,361608,Business,60,15.94502021087043,0,23624,882,0,0,4,284537,0.512264477595606,722,1,1,1,0,1,0,0,0,0,0
29,Female,Single,1,Postgraduate,Employed,11,0,Owned,Rented,Bengaluru,Delhi,India,88666,805574,6443,245075,137090,546793,Vehicle,24,11.625532379392608,0,14245,678,0,0,1,6538,0.6309315430341383,547,0,1,0,3,0,0,0,0,0,0
26,Female,Married,2,Graduate,Employed,15,0,Owned,Owned,Chennai,Karnataka,India,55168,1117423,8075,194983,10000,721690,Business,48,12.544222567905578,0,18285,900,1,0,9,89873,0.5222566170295226,867,0,1,0,4,0,0,1,0,0,0
66,Female,Divorced,2,Graduate,Employed,4,0,Owned,Owned,Delhi,Tamil Nadu,India,63954,725145,3355,328297,131815,816006,Home,48,9.779132557102987,0,15248,565,0,1,2,150445,0.46152020497638035,897,0,0,0,3,0,0,1,0,1,1
48,Male,Married,1,High School,Self Employed,11,0,Rented,Owned,Hyderabad,Karnataka,India,97015,832883,6777,246464,313066,282301,Vehicle,48,13.704815254289487,0,17430,600,0,1,4,409485,0.6389876668307879,713,0,1,1,1,0,0,0,1,0,0
43,Male,Married,1,Postgraduate,Employed,13,0,Owned,Rented,Chennai,Karnataka,India,75073,1049737,13328,55207,271673,692174,Home,48,14.780278171696859,1,7961,803,0,1,8,150257,0.1225094305821271,626,0,0,0,4,0,0,0,0,0,0
57,Female,Married,0,High School,Unemployed,6,1,Rented,Mortgaged,Delhi,Maharashtra,India,48277,338318,3197,132517,168700,570929,Education,24,14.48986984333315,1,9069,682,0,0,11,250765,0.31832054124654485,646,1,0,0,0,1,0,1,0,0,1
40,Male,Divorced,1,High School,Employed,7,1,Owned,Mortgaged,Hyderabad,Delhi,India,68496,694410,8000,196641,211674,664398,Home,12,11.093822835670775,1,15203,753,0,1,10,215945,0.5392281078805676,670,0,1,0,0,0,0,0,0,0,0
28,Male,Single,2,Graduate,Employed,17,0,Owned,Rented,Hyderabad,Telangana,India,46793,1028745,12252,294673,72326,429786,Medical,12,15.724480117854547,1,0,707,0,0,2,213831,0.7607822863720327,708,0,1,1,1,0,0,1,0,0,0
57,Male,Single,0,Postgraduate,Self Employed,7,0,Owned,Rented,Bengaluru,Telangana,India,74250,799680,3053,251680,391177,408851,Business,36,9.402599402785235,0,32952,704,0,0,2,177764,0.37555550618321,870,1,1,0,2,0,0,1,0,1,1
30,Female,Married,3,Graduate,Employed,11,0,Rented,Rented,Mumbai,Maharashtra,India,76337,1220200,14572,287866,448809,655857,Home,60,12.2047751132212,1,40930,686,0,0,9,65996,0.7827036336841358,825,0,1,0,3,0,0,0,0,0,0
48,Female,Married,0,Postgraduate,Employed,2,0,Owned,Owned,Bengaluru,Maharashtra,India,34922,307222,8437,5000,201427,660032,Home,48,12.659478476448289,1,17044,739,0,0,4,0,0.628697303425469,826,0,1,0,1,1,0,0,0,0,0
67,Female,Single,2,Graduate,Employed,18,1,Owned,Owned,Chennai,Telangana,India,68853,272999,7009,369739,516789,794458,Medical,48,12.52385392790241,1,22985,790,0,0,1,301775,0.43942751447316275,738,0,0,0,4,0,0,0,1,0,0
66,Male,Married,1,Graduate,Unemployed,11,0,Owned,Rented,Delhi,Maharashtra,India,62413,1010905,0,250614,91576,493680,Vehicle,24,14.184180847592081,1,27972,897,0,0,7,121432,0.400410884136161,593,0,1,0,4,0,0,0,0,0,1
39,Male,Single,3,Postgraduate,Self Employed,15,0,Rented,Rented,Mumbai,Karnataka,India,76982,1039742,5758,709487,17359,426478,Vehicle,36,13.072054243579387,1,0,697,0,1,8,2624,0.1906097632552971,635,0,0,0,1,0,0,0,0,0,0
59,Male,Divorced,3,Postgraduate,Employed,12,0,Owned,Owned,Bengaluru,Telangana,India,83289,722024,10229,180225,87748,50000,Vehicle,36,9.07847074970631,1,26139,676,1,1,11,221606,0.5306358984310159,726,0,0,0,0,0,1,0,0,1,0
51,Male,Single,2,Postgraduate,Employed,7,1,Owned,Mortgaged,Hyderabad,Tamil Nadu,India,75503,900118,18472,308222,151466,95522,Medical,12,9.848887400775597,1,9882,662,0,0,6,219784,0.1366475672667469,587,0,0,0,3,0,0,0,1,0,0
45,Female,Single,2,Graduate,Employed,6,1,Rented,Rented,Delhi,Karnataka,India,58329,1003562,11407,759259,480568,363264,Vehicle,48,12.491792654913278,1,42488,881,0,1,9,252949,0.40035202779294243,753,0,0,0,0,0,0,0,0,0,0
28,Female,Single,2,Graduate,Employed,14,0,Owned,Owned,Bengaluru,Delhi,India,85533,535841,14757,284936,143449,207767,Business,24,13.709107007975641,0,12740,795,1,0,6,285992,0.26639613390805594,808,0,1,0,1,0,1,0,1,0,0
40,Male,Single,2,High School,Employed,17,0,Owned,Owned,Mumbai,Tamil Nadu,India,45792,567945,745,237826,68244,629108,Home,36,12.356308991579336,1,25898,511,0,0,11,92696,0.7694002676942631,779,0,1,0,3,0,0,0,1,1,1
53,Male,Single,0,Graduate,Employed,2,0,Rented,Owned,Chennai,Tamil Nadu,India,35948,836917,7239,72354,63200,161795,Education,36,11.166308375803485,1,12859,506,0,1,6,96876,0.35428476891629523,775,0,0,0,0,0,1,0,0,0,0
69,Male,Single,1,Graduate,Employed,16,0,Owned,Owned,Hyderabad,Telangana,India,12000,1051226,15324,525087,328202,339713,Vehicle,12,8.883509213093983,0,41360,628,0,0,8,149723,0.44247760944562087,514,0,1,1,1,0,0,0,0,0,0
22,Female,Single,0,Postgraduate,Employed,16,0,Owned,Owned,Chennai,Karnataka,India,63456,430212,2673,41361,309649,348354,Medical,60,14.394106745013334,1,8851,745,0,0,11,258055,0.36284517106764014,866,0,1,0,4,0,0,0,0,0,1
56,Female,Single,1,Graduate,Employed,2,1,Owned,Owned,Bengaluru,Telangana,India,46925,720615,13791,326881,116887,715043,Vehicle,24,12.228956799235664,1,28981,716,0,0,10,0,0.19604686146231098,547,0,1,1,3,0,0,1,0,0,0
62,Male,Married,2,Postgraduate,Employed,2,1,Owned,Owned,Mumbai,Tamil Nadu,India,73750,706729,12399,164760,10000,316187,Business,48,12.540918479103194,1,22520,776,0,0,5,192179,0.34680743217448917,703,0,0,0,3,0,0,0,0,0,0
67,Female,Married,0,Graduate,Employed,13,1,Rented,Owned,Bengaluru,Maharashtra,India,21632,905387,9648,215919,33282,549530,Education,48,12.017186052009372,0,19851,700,0,1,6,268551,0.6452991874288913,788,1,1,0,4,0,0,0,0,0,0
42,Male,Single,0,High School,Self Employed,16,0,Owned,Rented,Hyderabad,Delhi,India,50762,777390,6027,5000,403761,493055,Vehicle,12,10.4900906180931,1,17748,873,1,0,7,264631,0.5348369730987111,759,0,1,0,3,0,0,0,1,0,0
27,Male,Single,3,High School,Employed,7,0,Owned,Rented,Mumbai,Tamil Nadu,India,75345,616234,2082,491762,269545,648723,Home,24,10.572800985580361,1,6995,804,0,0,2,247313,0.4061905020474159,579,0,0,0,2,1,0,0,0,0,1
35,Female,Single,1,High School,Self Employed,12,1,Owned,Owned,Delhi,Maharashtra,India,42343,1154569,18652,199996,188509,637047,Vehicle,36,8.97625590437493,0,0,728,0,0,3,280985,0.6743994687972193,599,0,0,1,3,0,0,0,0,1,0
62,Male,Single,0,Postgraduate,Employed,19,0,Rented,Owned,Hyderabad,Tamil Nadu,India,74003,618222,11791,31283,422948,442643,Home,60,13.806992621514496,1,27892,845,0,0,8,0,0.10290412397662352,751,0,0,0,2,0,0,0,0,0,0
64,Male,Single,2,Graduate,Employed,6,0,Rented,Owned,Bengaluru,Delhi,India,52745,692371,10043,475484,434582,76815,Medical,48,10.539046548501414,1,9133,538,0,0,1,333279,0.6786205602192852,776,1,0,1,1,0,0,0,0,0,0
52,Female,Married,2,Postgraduate,Employed,4,1,Owned,Owned,Mumbai,Delhi,India,64278,302550,5522,159255,175327,399017,Medical,36,10.739210111307083,0,29035,710,0,1,7,211388,0.14167490783326242,598,1,0,0,4,0,0,0,0,0,0
27,Male,Divorced,3,High School,Employed,19,0,Rented,Owned,Mumbai,Karnataka,India,78093,565912,8227,310229,177715,445609,Home,60,15.9512509075213,1,19220,735,0,0,6,306791,0.7091903362377233,763,1,1,1,2,0,0,0,1,0,0
27,Female,Divorced,3,Postgraduate,Employed,5,1,Owned,Owned,Bengaluru,Telangana,India,85961,934822,8988,401454,104333,512922,Home,36,11.393594168681492,0,29403,786,0,1,6,68409,0.7633004328029335,553,0,0,0,3,0,0,0,0,0,0
44,Male,Married,3,Postgraduate,Self Employed,9,0,Rented,Owned,Bengaluru,Telangana,India,67034,876180,10399,335326,143001,287737,Medical,60,12.330229058155066,1,24622,531,0,0,10,13386,0.6734186493974889,788,0,1,0,2,0,0,0,0,0,0
50,Male,Married,2,Postgraduate,Unemployed,8,1,Owned,Mortgaged,Hyderabad,Karnataka,India,47091,959855,12406,5000,10000,700998,Education,48,11.398548255708862,1,0,691,0,0,4,349705,0.11371563939403134,622,1,0,0,0,0,0,1,0,0,0
23,Male,Single,1,Postgraduate,Employed,10,0,Owned,Owned,Hyderabad,Maharashtra,India,54923,945294,3305,375164,10000,452996,Business,12,10.676433349332815,0,22378,764,1,0,9,91980,0.4683455751493114,728,0,0,1,0,0,0,0,0,0,1
